CUSTOMER_ID,GENDER,AGE,COUNTRY,TENURE_MONTHS,CONTRACT_TYPE,HAS_INTERNET,HAS_MOBILE,HAS_TV,MONTHLY_CHARGES,TOTAL_CHARGES,NUM_COMPLAINTS,SUPPORT_CALLS,PAYMENT_METHOD,CHURN
C001702,Female,41.0,FR,30.0,Month-to-month,1,1,0,44.44,1317.06,0,3,Credit card,1.0
C001703,Male,48.0,UK,23.0,Two year,1,1,0,33.93,796.7,0,1,Bank transfer,0.0
C001704,Male,72.0,FR,16.0,Two year,0,1,0,19.67,312.74,0,3,E-banking,0.0
C001705,Male,27.0,UK,55.0,One year,1,1,0,21.12,1140.14,1,1,E-banking,0.0
C001706,Female,77.0,IT,18.0,Month-to-month,0,1,0,31.6,598.81,0,1,Credit card,1.0
C001707,Male,19.0,GR,17.0,One year,0,1,1,37.65,644.22,0,1,E-banking,1.0
C001708,Female,32.0,UK,52.0,Month-to-month,0,1,0,27.98,1516.77,0,2,E-banking,0.0
C001709,Female,20.0,ES,45.0,One year,1,0,1,40.47,1840.92,0,0,Bank transfer,0.0
C001710,Female,60.0,GR,56.0,Month-to-month,1,1,0,31.57,1733.68,0,4,Credit card,0.0
C001711,Male,48.0,FR,54.0,Two year,1,1,0,18.42,998.3,0,0,E-banking,0.0
C001712,Male,84.0,IT,9.0,Two year,0,1,0,31.45,246.9,0,0,E-banking,0.0
C001713,Male,73.0,DE,17.0,Month-to-month,1,1,1,41.84,771.42,0,0,Cash,0.0
C001714,Male,80.0,GR,27.0,Month-to-month,1,1,0,38.46,1008.66,0,0,Credit card,1.0
C001715,Female,32.0,DE,37.0,One year,0,1,1,38.38,1453.39,1,3,Credit card,0.0
C001716,Female,27.0,FR,22.0,Month-to-month,0,1,0,28.28,650.77,0,2,Credit card,1.0
C001717,Female,55.0,UK,72.0,Two year,0,0,1,19.18,1360.14,0,1,Credit card,0.0
C001718,Male,64.0,GR,67.0,Month-to-month,1,0,0,35.8,2408.72,1,1,Cash,0.0
C001719,Female,74.0,UK,38.0,Month-to-month,1,1,0,33.56,1282.81,1,1,Credit card,0.0
C001720,Male,67.0,GR,72.0,One year,1,1,1,20.15,1476.01,2,3,Credit card,0.0
C001721,Female,32.0,ES,44.0,Month-to-month,1,0,0,21.51,,0,0,Bank transfer,1.0
C001722,Male,35.0,GR,36.0,Month-to-month,1,1,1,54.1,1927.56,0,1,Credit card,0.0
C001723,Male,19.0,DE,25.0,One year,1,1,0,30.68,783.78,1,2,Bank transfer,1.0
C001724,Female,60.0,FR,42.0,One year,0,1,1,40.12,1702.17,1,1,E-banking,1.0
C001725,Female,43.0,GR,13.0,One year,0,1,0,33.23,404.07,2,4,Cash,0.0
C001726,Female,55.0,GR,56.0,One year,1,1,0,39.47,2141.29,1,4,Credit card,0.0
C001727,Female,59.0,GR,51.0,Month-to-month,1,1,0,30.86,1591.49,1,2,Bank transfer,0.0
C001728,Male,22.0,GR,50.0,Month-to-month,1,1,1,58.94,2958.38,0,0,E-banking,0.0
C001729,Female,28.0,GR,52.0,Month-to-month,1,1,0,47.04,2458.92,0,1,Credit card,0.0
C001730,Female,82.0,IT,33.0,Two year,0,1,0,27.05,932.3,1,2,E-banking,1.0
C001731,Female,51.0,FR,25.0,Month-to-month,1,1,0,20.48,538.26,0,0,Bank transfer,0.0
C001732,Male,18.0,FR,58.0,Month-to-month,1,0,1,35.31,2087.04,1,1,Credit card,1.0
C001733,Male,19.0,IT,40.0,Two year,1,1,0,22.17,910.23,0,0,E-banking,0.0
C001734,Female,37.0,GR,38.0,Two year,0,1,0,23.0,878.18,0,0,E-banking,0.0
C001735,Male,78.0,GR,3.0,Two year,0,1,0,19.17,20.61,1,3,E-banking,0.0
C001736,Female,38.0,GR,16.0,Month-to-month,0,1,0,24.93,445.1,2,2,Bank transfer,1.0
C001737,Male,85.0,FR,2.0,One year,1,0,1,39.26,72.23,2,4,Cash,1.0
C001738,Male,29.0,UK,23.0,Month-to-month,1,1,0,45.56,1029.81,1,3,Credit card,1.0
C001739,Male,,GR,30.0,Two year,1,1,1,35.62,1087.75,0,1,E-banking,0.0
C001740,Male,37.0,GR,10.0,Month-to-month,1,1,0,45.61,401.02,0,1,E-banking,0.0
C001741,Female,18.0,DE,65.0,Month-to-month,1,1,1,54.32,3508.89,0,1,Credit card,0.0
C001742,Female,47.0,UK,22.0,Month-to-month,0,1,0,35.29,757.54,0,1,Credit card,1.0
C001743,Female,41.0,FR,52.0,Month-to-month,1,1,0,35.11,1806.09,0,0,Credit card,1.0
C001744,Male,31.0,GR,56.0,One year,1,1,0,38.14,2193.91,0,0,Credit card,0.0
C001745,Female,53.0,IT,33.0,Two year,0,1,1,34.52,1136.81,1,1,Credit card,0.0
C001746,Female,41.0,DE,30.0,One year,1,1,1,44.24,1308.11,1,2,Cash,0.0
C001747,Female,77.0,ES,24.0,Month-to-month,1,1,0,38.53,923.23,2,3,Credit card,0.0
C001748,Male,72.0,IT,5.0,Two year,1,0,1,15.41,102.66,2,3,Credit card,0.0
C001749,Male,41.0,IT,53.0,Month-to-month,0,1,0,33.18,1701.37,0,0,E-banking,1.0
C001750,Male,41.0,GR,55.0,Month-to-month,1,0,0,23.36,1288.24,0,1,Credit card,
C001751,Female,71.0,GR,23.0,Month-to-month,1,1,0,42.83,971.59,1,4,E-banking,0.0
C001752,Female,43.0,DE,10.0,Month-to-month,0,1,0,28.01,288.21,2,3,Bank transfer,0.0
C001753,Female,83.0,DE,33.0,Month-to-month,1,1,0,36.94,1184.68,0,1,Credit card,1.0
C001754,Male,55.0,UK,62.0,Month-to-month,0,1,0,38.8,2400.5,0,0,Cash,0.0
C001755,Male,82.0,IT,27.0,Two year,1,0,0,23.12,620.28,1,1,E-banking,1.0
C001756,Female,68.0,GR,7.0,Two year,1,1,1,31.22,180.42,0,0,Credit card,0.0
C001757,Male,52.0,DE,27.0,Month-to-month,1,1,0,37.61,1071.37,1,2,Credit card,1.0
C001758,Male,60.0,GR,10.0,Month-to-month,1,1,0,27.51,287.57,1,2,E-banking,1.0
C001759,Male,46.0,FR,57.0,Month-to-month,1,1,0,44.11,2541.98,2,3,Credit card,0.0
C001760,Male,54.0,IT,30.0,Month-to-month,1,1,0,27.73,821.24,0,0,Credit card,0.0
C001761,Female,75.0,DE,3.0,Month-to-month,1,0,0,29.9,96.14,1,1,Credit card,1.0
C001762,Male,71.0,GR,29.0,Month-to-month,1,1,0,35.26,986.55,0,1,Credit card,1.0
C001763,Male,56.0,FR,14.0,One year,1,1,0,40.86,,0,1,Bank transfer,0.0
C001764,Male,59.0,ES,25.0,One year,0,1,0,22.42,533.64,1,3,E-banking,0.0
C001765,Male,45.0,GR,10.0,Month-to-month,1,1,0,,417.54,0,1,E-banking,0.0
C001766,Female,46.0,FR,49.0,One year,1,0,0,23.82,1218.42,0,0,Credit card,1.0
C001767,Female,60.0,IT,38.0,One year,1,1,1,44.31,1711.07,0,2,Bank transfer,0.0
C001768,Male,20.0,UK,71.0,Month-to-month,1,1,0,45.26,3267.78,0,1,Bank transfer,1.0
C001769,Male,27.0,UK,14.0,Month-to-month,0,1,0,37.92,554.63,0,2,Credit card,1.0
C001770,Male,76.0,GR,30.0,Two year,0,1,1,20.68,632.91,0,1,Credit card,0.0
C001771,Male,31.0,UK,40.0,One year,0,1,0,27.27,1062.93,0,0,Bank transfer,0.0
C001772,Male,64.0,DE,12.0,Month-to-month,1,1,1,59.57,724.57,1,1,Bank transfer,0.0
C001773,Male,59.0,GR,14.0,One year,1,0,0,24.5,328.79,0,2,E-banking,0.0
C001774,Female,49.0,GR,1.0,Month-to-month,1,1,1,60.34,85.3,2,4,E-banking,0.0
C001775,Male,49.0,GR,68.0,One year,1,0,0,26.72,1776.02,2,4,Cash,0.0
C001776,Female,59.0,GR,49.0,Month-to-month,0,1,0,30.93,1512.22,0,1,Credit card,1.0
C001777,Female,49.0,UK,18.0,Month-to-month,0,1,0,21.7,391.2,0,1,Credit card,0.0
C001778,Male,43.0,UK,36.0,One year,1,1,0,32.61,1227.47,2,2,Credit card,0.0
C001779,Female,18.0,UK,64.0,One year,1,1,0,43.82,,0,0,Credit card,0.0
C001780,Female,73.0,GR,28.0,Month-to-month,1,1,0,39.1,,0,1,E-banking,0.0
C001781,Female,19.0,DE,32.0,Month-to-month,0,1,0,24.68,814.44,0,1,Bank transfer,1.0
C001782,Female,47.0,FR,72.0,Month-to-month,1,0,0,23.77,1703.95,1,3,E-banking,1.0
C001783,Female,69.0,DE,25.0,Month-to-month,1,1,0,39.73,1005.57,0,0,Credit card,1.0
C001784,Female,26.0,IT,47.0,Month-to-month,0,1,1,38.5,1801.97,0,0,Bank transfer,1.0
C001785,Male,39.0,DE,20.0,One year,0,1,0,38.78,775.97,0,0,Bank transfer,0.0
C001786,Female,51.0,UK,33.0,Month-to-month,1,1,1,30.81,1039.33,0,0,Credit card,1.0
C001787,Female,66.0,GR,30.0,One year,1,1,0,37.11,1189.69,0,1,E-banking,1.0
C001788,Female,18.0,UK,37.0,One year,0,1,0,18.28,705.35,1,2,E-banking,0.0
C001789,Male,70.0,FR,53.0,Month-to-month,1,1,0,37.33,1985.96,0,1,E-banking,0.0
C001790,Female,57.0,IT,69.0,One year,1,1,0,39.4,2761.39,0,0,Credit card,0.0
C001791,Male,62.0,IT,8.0,Two year,1,1,0,29.96,197.09,0,0,Credit card,1.0
C001792,Female,85.0,GR,1.0,Month-to-month,0,0,0,32.09,,2,2,Cash,0.0
C001793,Male,26.0,UK,7.0,Two year,0,1,1,23.36,165.53,0,1,Credit card,0.0
C001794,Male,39.0,DE,62.0,One year,0,1,1,30.52,1861.3,0,0,Credit card,0.0
C001795,Female,35.0,UK,58.0,One year,1,1,0,44.59,2569.77,1,1,Credit card,0.0
C001796,Female,60.0,GR,8.0,Month-to-month,1,1,0,39.63,267.32,0,1,Bank transfer,0.0
C001797,Male,56.0,FR,64.0,One year,1,1,1,40.35,2543.9,0,1,Bank transfer,0.0
C001798,Female,23.0,IT,8.0,Month-to-month,0,1,1,31.47,244.43,0,1,Credit card,1.0
C001799,Male,65.0,DE,3.0,One year,1,1,0,53.01,130.81,2,4,Cash,0.0
C001800,Male,,GR,58.0,Two year,1,0,0,17.48,1026.25,2,3,Cash,0.0
C001801,Male,33.0,GR,32.0,Month-to-month,1,1,0,47.71,1534.66,0,1,Cash,0.0
C001802,Male,18.0,ES,68.0,Month-to-month,0,0,0,34.17,2334.58,1,2,Credit card,0.0
C001803,Male,54.0,GR,49.0,Month-to-month,0,1,0,25.74,1245.89,0,1,Credit card,1.0
C001804,Female,54.0,IT,38.0,Month-to-month,0,0,0,32.09,1251.96,0,1,Credit card,0.0
C001805,Male,81.0,UK,2.0,Two year,1,1,0,29.33,73.69,1,2,Bank transfer,0.0
C001806,Male,79.0,UK,9.0,Month-to-month,0,1,0,42.72,391.21,0,0,Credit card,1.0
C001807,Female,78.0,UK,46.0,Month-to-month,1,1,0,45.63,2106.18,0,1,Bank transfer,1.0
C001808,Male,50.0,GR,65.0,Month-to-month,0,1,1,45.13,2927.18,0,2,Credit card,0.0
C001809,Female,83.0,IT,49.0,Two year,1,1,1,40.73,2035.42,0,1,Bank transfer,0.0
C001810,Female,47.0,UK,29.0,Month-to-month,1,1,0,36.19,1083.67,0,0,Credit card,1.0
C001811,Female,37.0,IT,29.0,Two year,1,1,0,43.32,1245.34,0,3,Credit card,0.0
C001812,Male,77.0,UK,33.0,One year,1,1,1,34.99,1159.69,1,2,Cash,1.0
C001813,Male,41.0,ES,28.0,Two year,1,1,0,30.9,853.31,0,3,Bank transfer,0.0
C001814,Male,21.0,GR,26.0,Month-to-month,1,1,0,46.85,1292.14,0,0,Cash,0.0
C001815,Female,54.0,UK,29.0,Month-to-month,1,1,1,29.73,854.62,0,1,Bank transfer,1.0
C001816,Male,21.0,ES,11.0,Month-to-month,1,1,0,34.47,415.07,0,1,E-banking,0.0
C001817,Female,35.0,ES,34.0,Month-to-month,1,1,0,41.79,1501.29,0,0,Credit card,1.0
C001818,Male,83.0,ES,48.0,One year,0,1,1,42.11,2030.57,1,3,Credit card,0.0
C001819,Female,65.0,GR,27.0,Month-to-month,0,1,0,32.76,832.25,0,0,Credit card,1.0
C001820,Male,50.0,IT,72.0,Month-to-month,0,1,1,49.33,3597.34,0,1,Credit card,1.0
C001821,Male,75.0,IT,40.0,One year,1,1,0,29.87,1179.64,0,0,Bank transfer,0.0
C001822,Male,45.0,GR,31.0,Month-to-month,0,1,1,50.85,1555.59,0,1,Cash,1.0
C001823,Female,52.0,IT,65.0,Month-to-month,0,1,1,44.01,2913.8,1,1,Credit card,1.0
C001824,Female,27.0,GR,39.0,Month-to-month,1,1,1,,2322.21,1,4,E-banking,0.0
C001825,Male,82.0,ES,24.0,One year,1,1,1,42.25,1057.13,0,0,Credit card,0.0
C001826,Male,59.0,GR,68.0,Month-to-month,1,1,0,43.55,2954.78,1,2,E-banking,0.0
C001827,Female,26.0,IT,23.0,One year,1,1,1,31.42,667.01,0,0,Cash,0.0
C001828,Female,77.0,GR,61.0,Month-to-month,0,1,0,31.9,1972.59,1,1,Bank transfer,0.0
C001829,Female,32.0,DE,27.0,Month-to-month,1,1,0,65.19,1692.59,1,2,Credit card,1.0
C001830,Male,74.0,DE,16.0,Two year,1,1,0,25.55,407.37,0,2,E-banking,0.0
C001831,Female,39.0,GR,45.0,One year,1,1,0,38.95,1703.76,0,0,Credit card,1.0
C001832,Male,81.0,UK,27.0,One year,1,1,0,30.66,818.06,1,1,E-banking,1.0
C001833,Female,58.0,GR,5.0,One year,1,1,0,37.21,206.94,1,2,Credit card,0.0
C001834,Male,73.0,ES,59.0,Month-to-month,1,1,1,67.4,3989.5,2,3,E-banking,1.0
C001835,Female,40.0,IT,72.0,Two year,1,1,0,29.72,2145.87,0,1,Bank transfer,0.0
C001836,Female,42.0,FR,35.0,One year,1,1,0,29.84,1074.55,1,1,E-banking,0.0
C001837,Female,23.0,FR,70.0,One year,1,0,1,50.15,3510.78,0,1,Bank transfer,0.0
C001838,Female,51.0,GR,46.0,Two year,0,1,0,11.87,,0,1,Bank transfer,0.0
C001839,Female,80.0,GR,56.0,Month-to-month,0,1,0,32.45,1825.52,0,0,Credit card,1.0
C001840,Male,26.0,DE,24.0,One year,1,0,0,16.89,385.5,0,0,Cash,0.0
C001841,Female,77.0,GR,10.0,Two year,1,1,0,36.52,391.07,0,0,E-banking,0.0
C001842,Female,,IT,38.0,Month-to-month,1,1,0,51.19,1947.38,0,1,Cash,1.0
C001843,Female,68.0,GR,70.0,Month-to-month,1,1,1,42.61,3004.37,1,1,Bank transfer,0.0
C001844,Male,77.0,IT,48.0,One year,1,0,0,10.88,516.89,1,2,E-banking,0.0
C001845,Female,54.0,GR,9.0,Month-to-month,1,0,0,30.04,285.32,0,2,Bank transfer,0.0
C001846,Male,48.0,FR,50.0,Two year,0,1,1,31.68,1604.19,0,1,Bank transfer,0.0
C001847,Female,58.0,GR,69.0,Month-to-month,1,1,0,56.92,3866.56,0,1,Cash,0.0
C001848,Female,79.0,GR,48.0,One year,0,1,0,16.53,749.37,0,1,Credit card,0.0
C001849,Male,75.0,ES,39.0,Month-to-month,1,0,0,26.75,1026.53,0,0,Bank transfer,0.0
C001850,Female,31.0,GR,5.0,Month-to-month,1,1,0,44.62,219.16,1,2,Credit card,0.0
C001851,Male,53.0,ES,11.0,Two year,1,0,1,35.3,426.57,0,2,E-banking,0.0
C001852,Male,53.0,UK,60.0,One year,1,1,1,39.37,2375.7,1,1,E-banking,0.0
C001853,Female,25.0,GR,27.0,Month-to-month,1,1,1,47.83,1307.18,0,2,E-banking,0.0
C001854,Male,43.0,IT,7.0,Month-to-month,0,1,1,39.74,324.42,0,0,E-banking,1.0
C001855,Female,53.0,DE,,One year,1,1,0,,2019.1,0,1,E-banking,0.0
C001856,Female,65.0,ES,50.0,Two year,1,1,1,47.63,2351.22,0,1,Credit card,0.0
C001857,Male,45.0,DE,67.0,One year,0,1,0,31.07,2118.99,0,0,Credit card,0.0
C001858,Male,85.0,UK,69.0,One year,1,1,1,,2562.31,1,2,Cash,0.0
C001859,Male,79.0,GR,55.0,Month-to-month,1,1,0,,1557.1,1,3,Credit card,1.0
C001860,Male,,GR,16.0,Two year,1,1,0,26.95,422.38,0,3,Credit card,1.0
C001861,Female,,UK,12.0,One year,1,1,0,50.08,582.15,0,0,Bank transfer,0.0
C001862,Female,46.0,DE,27.0,Month-to-month,1,1,0,42.38,1148.44,0,1,E-banking,1.0
C001863,Male,27.0,GR,33.0,Month-to-month,1,0,0,29.59,974.11,0,0,E-banking,0.0
C001864,Female,56.0,UK,55.0,One year,1,1,0,41.72,2331.7,0,1,Bank transfer,0.0
C001865,Female,18.0,ES,52.0,Two year,1,1,0,32.21,1733.13,0,0,Bank transfer,1.0
C001866,Female,56.0,GR,37.0,One year,0,1,0,24.78,904.79,0,1,Credit card,0.0
C001867,Female,38.0,GR,15.0,Two year,1,1,0,24.39,327.03,0,1,Credit card,0.0
C001868,Male,82.0,DE,65.0,Month-to-month,1,1,0,43.13,2823.53,0,0,E-banking,1.0
C001869,Male,32.0,GR,68.0,One year,1,1,0,15.35,1072.26,1,2,Cash,0.0
C001870,Female,21.0,GR,3.0,Two year,1,1,0,47.07,152.62,1,3,Credit card,0.0
C001871,Male,77.0,GR,72.0,Month-to-month,1,1,0,50.9,3618.45,0,0,Credit card,0.0
C001872,Male,,IT,5.0,Month-to-month,1,0,0,35.41,153.26,2,3,Cash,1.0
C001873,Male,37.0,ES,9.0,One year,0,1,0,21.36,196.62,1,3,Credit card,0.0
C001874,Female,27.0,GR,1.0,Two year,1,1,0,33.4,14.92,1,2,Bank transfer,1.0
C001875,Female,51.0,GR,30.0,Month-to-month,1,0,1,44.74,1312.36,1,2,E-banking,0.0
C001876,Female,65.0,ES,71.0,Month-to-month,0,1,1,43.58,3158.65,0,1,Cash,1.0
C001877,Male,50.0,DE,20.0,Month-to-month,1,1,1,58.98,1149.69,0,2,E-banking,0.0
C001878,Female,78.0,FR,27.0,Month-to-month,0,0,0,,,0,0,E-banking,0.0
C001879,Female,27.0,IT,63.0,Month-to-month,1,1,0,49.61,3137.86,0,2,Credit card,0.0
C001880,Male,71.0,UK,31.0,One year,0,1,1,,1170.5,0,0,Bank transfer,0.0
C001881,Female,82.0,GR,19.0,Two year,1,0,0,25.53,519.25,0,3,Credit card,0.0
C001882,Female,18.0,FR,62.0,One year,0,1,0,20.01,1220.25,2,3,Credit card,0.0
C001883,Male,22.0,IT,7.0,Month-to-month,1,1,1,57.21,391.5,1,2,Cash,0.0
C001884,Male,32.0,UK,37.0,Two year,1,1,0,41.23,1539.58,0,1,Credit card,0.0
C001885,Male,45.0,ES,71.0,One year,1,1,1,47.39,3308.98,0,0,Bank transfer,0.0
C001886,Female,40.0,GR,8.0,Month-to-month,0,1,0,35.08,330.1,1,2,Cash,1.0
C001887,Female,34.0,GR,57.0,Month-to-month,1,1,0,47.62,2717.62,0,0,Bank transfer,0.0
C001888,Female,30.0,ES,,One year,1,1,0,33.9,920.98,0,2,Bank transfer,1.0
C001889,Male,31.0,IT,,One year,0,1,0,36.14,647.27,0,2,Credit card,0.0
C001890,Male,28.0,UK,11.0,One year,1,1,1,56.61,625.43,0,2,Bank transfer,0.0
C001891,Female,45.0,FR,15.0,Month-to-month,1,1,1,52.97,772.86,0,1,Cash,1.0
C001892,Female,59.0,GR,30.0,Two year,0,1,0,17.44,551.61,0,1,Bank transfer,0.0
C001893,Male,78.0,GR,6.0,Month-to-month,1,1,0,52.96,247.99,0,1,Credit card,0.0
C001894,Male,81.0,UK,12.0,One year,0,0,1,25.1,313.74,1,1,Credit card,1.0
C001895,Male,48.0,GR,61.0,One year,1,0,1,33.37,2074.58,0,0,Credit card,0.0
C001896,Male,27.0,UK,36.0,Month-to-month,1,1,0,,1372.32,0,1,Credit card,1.0
C001897,Female,25.0,GR,35.0,Month-to-month,1,1,1,49.0,1676.7,0,2,Credit card,0.0
C001898,Male,38.0,FR,67.0,Month-to-month,0,1,1,35.87,2416.09,1,2,Credit card,0.0
C001899,Female,76.0,FR,63.0,Month-to-month,0,1,0,25.96,1615.18,0,0,Cash,1.0
C001900,Female,67.0,DE,40.0,Month-to-month,1,1,1,54.48,2246.53,0,2,Cash,0.0
C001901,Female,47.0,GR,31.0,One year,1,1,1,32.05,977.7,0,3,Bank transfer,0.0
C001902,Male,34.0,UK,37.0,One year,1,1,1,52.22,1926.17,0,2,Bank transfer,0.0
C001903,Male,37.0,IT,5.0,One year,0,1,0,24.18,136.53,1,3,E-banking,0.0
C001904,Male,65.0,UK,4.0,One year,1,1,1,,223.06,4,4,Credit card,0.0
C001905,Male,19.0,GR,26.0,Two year,1,1,0,16.06,419.23,1,2,Bank transfer,0.0
C001906,Female,54.0,GR,24.0,Two year,0,1,1,38.48,957.0,1,1,Bank transfer,0.0
C001907,Male,18.0,GR,39.0,Month-to-month,0,1,0,,1452.07,0,1,E-banking,1.0
C001908,Male,,GR,56.0,One year,1,1,0,39.02,2150.81,1,2,Credit card,0.0
C001909,Female,71.0,FR,54.0,Month-to-month,0,1,1,39.07,,0,2,Credit card,1.0
C001910,Male,42.0,FR,38.0,Month-to-month,0,0,0,28.03,1007.56,0,0,Credit card,1.0
C001911,Female,20.0,GR,54.0,One year,0,1,1,38.8,2086.73,0,0,Credit card,1.0
C001912,Female,26.0,GR,19.0,Month-to-month,1,1,1,67.82,1321.83,2,3,E-banking,0.0
C001913,Female,51.0,GR,26.0,One year,1,1,1,34.09,867.53,2,5,E-banking,0.0
C001914,Female,60.0,IT,52.0,Month-to-month,0,1,0,30.51,1607.43,0,0,Cash,0.0
C001915,Female,39.0,DE,61.0,Month-to-month,1,1,1,59.83,3605.15,0,1,Credit card,
C001916,Female,19.0,UK,67.0,Two year,1,1,0,29.62,2040.83,1,1,Credit card,0.0
C001917,Female,83.0,DE,22.0,Month-to-month,1,1,0,50.1,1136.16,0,0,Bank transfer,1.0
C001918,Female,49.0,UK,17.0,Month-to-month,1,0,0,37.7,626.14,0,0,Bank transfer,0.0
C001919,Male,33.0,GR,11.0,Month-to-month,1,1,1,62.67,649.63,3,4,Credit card,0.0
C001920,Male,18.0,GR,39.0,Two year,0,1,0,19.12,730.42,2,2,Cash,0.0
C001921,Male,65.0,UK,61.0,Month-to-month,1,1,0,40.38,2471.7,0,1,Credit card,1.0
C001922,Male,67.0,UK,49.0,Month-to-month,1,1,0,35.01,1747.86,0,1,E-banking,0.0
C001923,Female,30.0,GR,61.0,One year,1,1,0,21.66,1258.03,0,2,E-banking,0.0
C001924,Male,32.0,GR,12.0,One year,1,1,1,36.35,472.33,0,2,Cash,1.0
C001925,Female,70.0,GR,13.0,Two year,1,1,0,9.53,131.55,1,1,Cash,0.0
C001926,Male,61.0,DE,58.0,Month-to-month,0,1,0,34.77,1981.9,1,1,Credit card,1.0
C001927,Male,25.0,UK,11.0,Two year,1,1,1,39.19,354.65,0,2,Credit card,0.0
C001928,Male,,IT,64.0,One year,1,1,0,32.82,2104.57,0,1,Credit card,0.0
C001929,Female,36.0,GR,31.0,Month-to-month,0,0,0,27.06,845.52,0,4,Credit card,1.0
C001930,Male,55.0,GR,11.0,Month-to-month,1,0,1,41.12,433.81,0,1,Bank transfer,1.0
C001931,Female,28.0,GR,,Two year,1,1,1,51.95,2261.37,1,1,E-banking,0.0
C001932,Female,60.0,DE,36.0,One year,1,1,0,27.25,1042.01,2,2,Bank transfer,0.0
C001933,Male,37.0,DE,2.0,One year,1,1,1,,58.7,1,2,E-banking,0.0
C001934,Male,37.0,ES,61.0,One year,1,1,0,22.69,1361.77,0,0,Credit card,0.0
C001935,Male,38.0,GR,36.0,One year,0,1,0,,1062.18,0,1,E-banking,1.0
C001936,Female,74.0,UK,49.0,Month-to-month,1,1,0,48.11,2350.53,1,1,Bank transfer,0.0
C001937,Male,67.0,FR,27.0,Month-to-month,1,0,0,35.06,966.33,1,1,Credit card,0.0
C001938,Female,43.0,IT,12.0,One year,1,1,0,23.59,264.86,2,2,Credit card,0.0
C001939,Female,47.0,IT,58.0,Month-to-month,1,1,0,39.18,2306.51,0,1,Credit card,0.0
C001940,Male,48.0,ES,6.0,Month-to-month,0,1,0,28.83,135.66,0,0,Credit card,1.0
C001941,Male,59.0,IT,44.0,One year,1,1,1,41.36,1824.29,1,1,Credit card,0.0
C001942,Female,85.0,GR,47.0,Month-to-month,1,0,1,42.13,1988.84,1,2,E-banking,1.0
C001943,Female,78.0,GR,23.0,Month-to-month,1,1,1,58.12,1331.19,1,2,Cash,1.0
C001944,Female,78.0,GR,26.0,Two year,0,1,0,15.49,383.57,0,0,Credit card,0.0
C001945,Male,85.0,ES,7.0,One year,1,1,0,28.74,254.98,0,0,Cash,0.0
C001946,Female,34.0,IT,32.0,Month-to-month,1,1,0,32.82,1074.35,0,2,Credit card,0.0
C001947,Male,36.0,GR,33.0,Two year,1,1,0,31.82,1023.96,1,2,Cash,0.0
C001948,Female,,UK,20.0,One year,0,1,1,47.2,887.39,1,1,Bank transfer,0.0
C001949,Female,80.0,ES,69.0,Month-to-month,1,1,0,46.33,3241.23,0,0,Credit card,1.0
C001950,Male,47.0,IT,52.0,Month-to-month,1,1,1,36.99,1895.48,0,1,E-banking,0.0
C001951,Female,42.0,UK,42.0,Month-to-month,1,1,0,40.51,1703.08,2,3,E-banking,1.0
C001952,Male,43.0,IT,1.0,Two year,1,1,0,28.17,30.92,1,1,Bank transfer,1.0
C001953,Male,73.0,GR,,Month-to-month,1,1,0,47.77,3018.01,0,3,Bank transfer,1.0
C001954,Female,39.0,GR,7.0,One year,1,1,0,34.86,193.39,1,2,Bank transfer,0.0
C001955,Male,36.0,UK,58.0,Two year,0,1,0,13.88,794.67,1,5,Credit card,0.0
C001956,Male,48.0,GR,50.0,Month-to-month,0,1,0,40.47,2023.14,1,2,E-banking,1.0
C001957,Female,43.0,GR,34.0,Month-to-month,0,0,1,31.2,1059.13,1,1,Bank transfer,1.0
C001958,Male,59.0,ES,51.0,Month-to-month,1,1,0,29.03,1501.85,0,1,Cash,1.0
C001959,Male,58.0,ES,10.0,Month-to-month,0,1,1,44.48,449.8,1,2,Cash,1.0
C001960,Male,40.0,ES,26.0,One year,1,1,0,28.53,755.15,0,2,E-banking,0.0
C001961,Female,64.0,GR,32.0,One year,1,1,0,35.7,1124.52,1,2,Cash,0.0
C001962,Male,30.0,UK,42.0,Month-to-month,1,0,0,22.35,,0,1,Credit card,0.0
C001963,Female,83.0,GR,62.0,Month-to-month,1,0,0,29.5,1820.24,1,1,Cash,1.0
C001964,Female,83.0,GR,12.0,Month-to-month,1,1,1,53.19,648.22,1,1,Bank transfer,1.0
C001965,Male,33.0,UK,40.0,Two year,1,1,1,41.5,,0,1,E-banking,0.0
C001966,Male,45.0,GR,34.0,One year,1,1,1,38.45,1320.88,0,3,Cash,0.0
C001967,Male,52.0,GR,70.0,One year,1,1,0,33.65,2391.63,0,1,Bank transfer,0.0
C001968,Female,58.0,ES,27.0,Month-to-month,1,1,1,65.42,1741.02,1,1,E-banking,0.0
C001969,Male,48.0,GR,8.0,Month-to-month,0,1,0,33.6,293.59,0,3,E-banking,1.0
C001970,Male,49.0,IT,47.0,Month-to-month,0,1,0,38.93,,0,0,Credit card,1.0
C001971,Male,71.0,DE,26.0,Two year,0,1,1,30.17,789.68,2,2,E-banking,0.0
C001972,Male,76.0,IT,57.0,One year,0,1,1,41.8,2389.14,2,2,Bank transfer,0.0
C001973,Male,58.0,GR,7.0,One year,0,1,0,24.45,136.46,0,0,Credit card,0.0
C001974,Female,83.0,UK,26.0,One year,1,1,0,41.14,1059.54,2,5,Credit card,0.0
