CUSTOMER_ID,GENDER,AGE,COUNTRY,TENURE_MONTHS,CONTRACT_TYPE,HAS_INTERNET,HAS_MOBILE,HAS_TV,MONTHLY_CHARGES,TOTAL_CHARGES,NUM_COMPLAINTS,SUPPORT_CALLS,PAYMENT_METHOD,CHURN,NUM_SERVICES,AVG_CHARGE_PER_MONTH,IS_LONG_TENURE
C001948,Female,51.0,UK,20.0,One year,0,1,1,47.2,887.39,1,1,Bank transfer,0.0,2,44.3695,0
C001949,Female,80.0,ES,69.0,Month-to-month,1,1,0,46.33,3241.23,0,0,Credit card,1.0,2,46.974347826086955,1
C001950,Male,47.0,IT,52.0,Month-to-month,1,1,1,36.99,1895.48,0,1,E-banking,0.0,3,36.45153846153846,1
C001951,Female,42.0,UK,42.0,Month-to-month,1,1,0,40.51,1703.08,2,3,E-banking,1.0,2,40.549523809523805,1
C001952,Male,43.0,IT,1.0,Two year,1,1,0,28.17,30.92,1,1,Bank transfer,1.0,2,30.92,0
C001953,Male,73.0,GR,37.0,Month-to-month,1,1,0,47.77,3018.01,0,3,Bank transfer,1.0,2,81.56783783783784,1
C001954,Female,39.0,GR,7.0,One year,1,1,0,34.86,193.39,1,2,Bank transfer,0.0,2,27.627142857142854,0
C001955,Male,36.0,UK,58.0,Two year,0,1,0,13.88,794.67,1,5,Credit card,0.0,1,13.701206896551723,1
C001956,Male,48.0,GR,50.0,Month-to-month,0,1,0,40.47,2023.14,1,2,E-banking,1.0,1,40.4628,1
C001957,Female,43.0,GR,34.0,Month-to-month,0,0,1,31.2,1059.13,1,1,Bank transfer,1.0,1,31.15088235294118,1
C001958,Male,59.0,ES,51.0,Month-to-month,1,1,0,29.03,1501.85,0,1,Cash,1.0,2,29.448039215686272,1
C001959,Male,58.0,ES,10.0,Month-to-month,0,1,1,44.48,449.8,1,2,Cash,1.0,2,44.980000000000004,0
C001960,Male,40.0,ES,26.0,One year,1,1,0,28.53,755.15,0,2,E-banking,0.0,2,29.04423076923077,1
C001961,Female,64.0,GR,32.0,One year,1,1,0,35.7,1124.52,1,2,Cash,0.0,2,35.14125,1
C001962,Male,30.0,UK,42.0,Month-to-month,1,0,0,22.35,1229.72,0,1,Credit card,0.0,1,29.27904761904762,1
C001963,Female,83.0,GR,62.0,Month-to-month,1,0,0,29.5,1820.24,1,1,Cash,1.0,1,29.358709677419355,1
C001964,Female,83.0,GR,12.0,Month-to-month,1,1,1,53.19,648.22,1,1,Bank transfer,1.0,3,54.01833333333334,0
C001965,Male,33.0,UK,40.0,Two year,1,1,1,41.5,1229.72,0,1,E-banking,0.0,3,30.743000000000002,1
C001966,Male,45.0,GR,34.0,One year,1,1,1,38.45,1320.88,0,3,Cash,0.0,3,38.849411764705884,1
C001967,Male,52.0,GR,70.0,One year,1,1,0,33.65,2391.63,0,1,Bank transfer,0.0,2,34.16614285714286,1
C001968,Female,58.0,ES,27.0,Month-to-month,1,1,1,65.42,1741.02,1,1,E-banking,0.0,3,64.48222222222222,1
C001969,Male,48.0,GR,8.0,Month-to-month,0,1,0,33.6,293.59,0,3,E-banking,1.0,1,36.69875,0
C001970,Male,49.0,IT,47.0,Month-to-month,0,1,0,38.93,1229.72,0,0,Credit card,1.0,1,26.164255319148936,1
C001971,Male,71.0,DE,26.0,Two year,0,1,1,30.17,789.68,2,2,E-banking,0.0,2,30.37230769230769,1
C001972,Male,76.0,IT,57.0,One year,0,1,1,41.8,2389.14,2,2,Bank transfer,0.0,2,41.91473684210526,1
C001973,Male,58.0,GR,7.0,One year,0,1,0,24.45,136.46,0,0,Credit card,0.0,1,19.494285714285716,0
C001974,Female,83.0,UK,26.0,One year,1,1,0,41.14,1059.54,2,5,Credit card,0.0,2,40.75153846153846,1
C001975,Female,71.0,GR,59.0,Month-to-month,0,1,0,37.23,2139.62,1,1,Cash,1.0,1,36.26474576271186,1
C001976,Male,57.0,FR,69.0,Month-to-month,1,1,0,37.76,2596.41,2,2,Bank transfer,0.0,2,37.62913043478261,1
C001977,Male,45.0,GR,47.0,Month-to-month,0,1,1,40.86,1918.76,0,0,Bank transfer,0.0,2,40.82468085106383,1
C001978,Male,54.0,GR,35.0,Month-to-month,1,1,0,44.07,1500.56,1,4,E-banking,0.0,2,42.87314285714285,1
C001979,Male,82.0,FR,37.0,Month-to-month,1,1,1,58.34,1759.31,0,0,E-banking,0.0,3,47.548918918918915,1
C001980,Female,72.0,GR,50.0,Month-to-month,0,1,0,28.02,1437.18,0,0,Credit card,1.0,1,28.7436,1
C001982,Female,27.0,GR,30.0,Two year,1,1,0,37.98,1139.09,0,0,Cash,0.0,2,37.96966666666666,1
C001983,Female,64.0,UK,54.0,Two year,1,1,1,41.52,2226.22,0,1,Bank transfer,0.0,3,41.22629629629629,1
C001984,Male,31.0,GR,67.0,Month-to-month,1,1,1,48.17,3238.86,0,4,Credit card,0.0,3,48.34119402985075,1
C001985,Female,55.0,DE,32.0,Month-to-month,0,1,0,29.15,902.19,0,1,Bank transfer,1.0,1,28.1934375,1
C001986,Female,29.0,GR,8.0,One year,1,1,0,40.12,248.65,0,1,Cash,0.0,2,31.08125,0
C001987,Female,62.0,UK,50.0,Two year,1,1,0,24.47,1270.64,0,2,Bank transfer,0.0,2,25.4128,1
C001988,Female,34.0,ES,47.0,Two year,0,1,0,12.86,633.08,0,0,Credit card,0.0,1,13.469787234042554,1
C001989,Male,52.0,DE,46.0,Two year,0,1,1,50.81,2304.23,0,2,Cash,1.0,2,50.09195652173913,1
C001990,Male,83.0,DE,35.0,One year,1,1,0,32.16,1082.24,1,3,Credit card,0.0,2,30.921142857142858,1
C001991,Female,58.0,GR,61.0,Month-to-month,0,1,1,37.73,2304.71,0,1,Credit card,1.0,2,37.78213114754099,1
C001992,Male,84.0,GR,51.0,Month-to-month,1,1,0,35.52,1813.3,0,1,Bank transfer,1.0,2,35.55490196078431,1
C001993,Male,46.0,GR,63.0,Month-to-month,1,1,0,22.32,1430.81,2,3,Bank transfer,0.0,2,22.71126984126984,1
C001994,Male,35.0,DE,8.0,One year,0,1,0,22.49,169.87,1,3,Bank transfer,1.0,1,21.23375,0
C001995,Male,37.0,UK,34.0,Month-to-month,0,1,1,43.97,1529.66,0,0,E-banking,1.0,2,44.99,1
C001996,Male,31.0,IT,25.0,One year,1,0,0,24.44,604.57,1,1,Cash,0.0,1,24.1828,1
C001997,Female,51.0,GR,44.0,One year,1,1,0,22.22,1014.04,1,2,Bank transfer,0.0,2,23.046363636363637,1
C001998,Male,66.0,UK,43.0,Month-to-month,1,0,0,14.72,627.41,2,3,E-banking,1.0,1,14.590930232558138,1
C001999,Male,71.0,UK,50.0,Two year,0,1,0,27.95,1371.75,0,1,Credit card,0.0,1,27.435,1
C002000,Male,48.0,DE,13.0,Month-to-month,0,0,0,31.69,400.71,0,1,Bank transfer,0.0,0,30.82384615384615,0
C002001,Male,75.0,FR,46.0,Two year,1,1,1,35.71,1662.15,0,1,Bank transfer,0.0,3,36.13369565217391,1
C002002,Female,59.0,GR,53.0,Two year,1,0,0,24.52,1310.17,0,3,Bank transfer,0.0,1,24.720188679245286,1
C002003,Female,75.0,GR,63.0,Month-to-month,1,0,0,36.85,2322.83,1,3,E-banking,0.0,1,36.87031746031746,1
C002004,Female,47.0,UK,2.0,Month-to-month,0,0,0,23.92,16.53,1,2,E-banking,0.0,0,8.265,0
C002005,Female,42.0,GR,40.0,Month-to-month,1,1,0,32.93,1315.31,2,6,Credit card,1.0,2,32.88275,1
C002006,Male,80.0,GR,23.0,One year,1,1,1,32.39,725.36,1,2,E-banking,1.0,3,31.53739130434783,0
C002007,Female,36.0,GR,59.0,Month-to-month,1,1,1,29.96,1747.0,0,1,E-banking,1.0,3,29.610169491525422,1
C002008,Male,25.0,GR,69.0,Two year,1,0,1,40.58,2829.94,0,1,E-banking,0.0,2,41.013623188405795,1
C002009,Male,20.0,UK,34.0,Month-to-month,1,1,1,51.53,1729.17,0,1,E-banking,1.0,3,50.85794117647059,1
C002010,Male,84.0,GR,27.0,One year,1,1,0,42.13,1112.83,0,0,E-banking,0.0,2,41.21592592592592,1
C002011,Male,34.0,DE,55.0,Two year,1,1,1,36.76,2031.11,0,1,Credit card,0.0,3,36.929272727272725,1
C002012,Male,31.0,DE,4.0,One year,0,1,0,21.12,57.01,1,2,Credit card,0.0,1,14.2525,0
C002013,Female,26.0,DE,68.0,Month-to-month,1,1,1,45.66,3088.05,0,4,Credit card,1.0,3,45.4125,1
C002014,Female,51.0,IT,72.0,One year,1,0,0,20.64,1543.57,0,0,Credit card,0.0,1,21.43847222222222,1
C002015,Female,38.0,GR,70.0,Month-to-month,1,0,0,33.53,2341.98,0,1,Bank transfer,0.0,1,33.456857142857146,1
C002016,Female,54.0,IT,27.0,Month-to-month,1,1,0,41.23,1133.58,0,1,Credit card,1.0,2,41.98444444444444,1
C002017,Male,28.0,UK,47.0,Month-to-month,1,1,0,40.7,1988.38,0,3,Credit card,0.0,2,42.30595744680851,1
C002018,Female,37.0,FR,40.0,Month-to-month,1,1,0,35.3,1417.97,0,1,Credit card,0.0,2,35.44925,1
C002019,Male,52.0,DE,27.0,One year,0,1,0,32.13,883.19,0,1,Cash,0.0,1,32.71074074074074,1
C002020,Female,70.0,DE,7.0,Month-to-month,0,0,0,35.95,200.21,3,3,Credit card,1.0,0,28.601428571428574,0
C002021,Male,64.0,FR,23.0,One year,0,1,1,42.24,961.75,0,2,Bank transfer,0.0,2,41.81521739130435,0
C002022,Male,69.0,FR,64.0,Month-to-month,1,1,0,32.3,2070.89,0,1,E-banking,1.0,2,32.35765625,1
C002023,Female,25.0,GR,29.0,Month-to-month,0,1,0,31.59,910.75,0,1,Bank transfer,1.0,1,31.405172413793103,1
C002024,Male,21.0,GR,61.0,Month-to-month,0,1,1,24.37,1459.21,0,1,Credit card,0.0,2,23.921475409836066,1
C002025,Male,51.0,DE,44.0,Month-to-month,1,1,0,27.86,1250.82,1,2,Bank transfer,1.0,2,28.42772727272727,1
C002026,Female,61.0,IT,69.0,Month-to-month,1,1,0,35.95,2567.06,0,2,Cash,0.0,2,37.203768115942026,1
C002027,Male,57.0,GR,27.0,One year,1,0,1,30.12,813.59,0,3,Bank transfer,0.0,2,30.132962962962964,1
C002028,Female,64.0,UK,12.0,Two year,1,1,0,25.99,303.53,0,0,Cash,0.0,2,25.294166666666666,0
C002029,Female,61.0,ES,17.0,Month-to-month,0,1,0,27.34,433.7,0,0,Credit card,1.0,1,25.511764705882353,0
C002030,Female,65.0,ES,37.0,Month-to-month,1,1,1,45.3,1694.8,3,5,Credit card,0.0,3,45.8054054054054,1
C002031,Male,69.0,UK,34.0,Month-to-month,1,1,1,49.33,1646.61,0,2,Credit card,1.0,3,48.42970588235294,1
C002032,Male,85.0,DE,36.0,Two year,1,1,0,16.11,567.73,0,2,E-banking,0.0,2,15.770277777777778,1
C002033,Male,28.0,IT,6.0,One year,1,0,1,38.28,251.54,0,1,Credit card,0.0,2,41.92333333333333,0
C002034,Female,21.0,UK,32.0,One year,0,1,0,22.75,670.29,1,2,Cash,1.0,1,20.9465625,1
C002035,Male,65.0,ES,22.0,Month-to-month,1,0,0,23.68,1229.72,0,1,Credit card,0.0,1,55.89636363636364,0
C002036,Female,43.0,GR,10.0,Month-to-month,1,1,0,35.04,349.28,0,4,E-banking,1.0,2,34.928,0
C002037,Female,56.0,UK,29.0,Month-to-month,1,1,0,25.17,720.65,3,5,Credit card,1.0,2,24.849999999999998,1
C002038,Male,75.0,GR,11.0,Two year,0,1,0,21.32,193.1,0,1,Credit card,0.0,1,17.554545454545455,0
C002039,Female,36.0,GR,66.0,Month-to-month,1,0,0,37.9,2504.31,0,1,Credit card,0.0,1,37.94409090909091,1
C002040,Male,75.0,ES,56.0,One year,0,1,1,44.83,2511.16,0,0,Credit card,0.0,2,44.84214285714285,1
C002041,Male,45.0,UK,58.0,Month-to-month,1,1,0,41.42,2418.86,0,0,Bank transfer,0.0,2,41.70448275862069,1
C002042,Male,83.0,ES,52.0,Month-to-month,1,1,0,40.34,2083.81,1,2,E-banking,1.0,2,40.07326923076923,1
C002043,Male,27.0,GR,61.0,Month-to-month,1,1,0,40.12,2418.14,0,1,Credit card,0.0,2,39.641639344262295,1
C002044,Male,75.0,UK,17.0,One year,1,1,1,80.45,1377.02,1,1,Credit card,0.0,3,81.00117647058823,0
C002045,Female,31.0,DE,30.0,Month-to-month,1,1,0,33.06,974.39,0,3,Bank transfer,1.0,2,32.47966666666667,1
C002046,Female,32.0,UK,72.0,Two year,1,1,0,14.7,1073.73,0,1,Credit card,0.0,2,14.912916666666668,1
C002047,Female,50.0,GR,37.0,Month-to-month,1,1,0,36.03,1302.15,1,2,Credit card,1.0,2,35.193243243243245,1
C002049,Male,41.0,FR,26.0,Month-to-month,1,1,1,42.66,1153.99,0,0,Credit card,0.0,3,44.38423076923077,1
C002050,Male,47.0,GR,70.0,Two year,1,1,1,45.97,3212.65,0,2,Credit card,0.0,3,45.895,1
C002051,Female,79.0,GR,1.0,Month-to-month,0,1,0,25.61,66.07,2,3,E-banking,1.0,1,66.07,0
C002052,Male,30.0,UK,9.0,Month-to-month,1,1,0,32.46,314.7,0,1,Bank transfer,1.0,2,34.96666666666667,0
C002053,Female,79.0,ES,71.0,Month-to-month,1,1,1,52.55,3741.34,0,1,Bank transfer,1.0,3,52.69492957746479,1
C002054,Female,64.0,ES,64.0,Month-to-month,1,1,0,44.76,2863.97,0,0,Cash,0.0,2,44.74953125,1
C002055,Male,33.0,ES,24.0,One year,1,1,1,39.8,938.93,1,2,Bank transfer,1.0,3,39.12208333333333,1
C002056,Male,51.0,GR,5.0,Month-to-month,1,1,0,46.5,268.44,1,1,Bank transfer,1.0,2,53.688,0
C002057,Female,51.0,GR,51.0,One year,1,1,0,34.97,1813.24,0,1,Cash,1.0,2,35.55372549019608,1
C002058,Male,25.0,GR,38.0,One year,0,1,0,21.48,784.71,0,0,Bank transfer,0.0,1,20.650263157894738,1
C002059,Female,20.0,GR,29.0,Two year,0,1,0,26.08,759.75,3,5,Bank transfer,0.0,1,26.198275862068964,1
C002060,Male,29.0,ES,46.0,Month-to-month,1,1,0,39.6,1797.29,1,2,E-banking,0.0,2,39.07152173913043,1
C002061,Male,33.0,GR,52.0,Month-to-month,1,1,1,34.26,1795.98,0,0,Bank transfer,0.0,3,34.53807692307692,1
C002062,Female,76.0,IT,46.0,Two year,1,1,0,24.67,1157.39,0,0,Credit card,1.0,2,25.160652173913046,1
C002063,Male,66.0,FR,68.0,One year,1,0,0,20.61,1354.65,1,3,Credit card,0.0,1,19.921323529411765,1
C002064,Female,80.0,FR,59.0,Month-to-month,1,1,0,45.36,2673.83,0,2,Credit card,1.0,2,45.31915254237288,1
C002065,Male,79.0,IT,10.0,Month-to-month,0,1,1,41.31,425.88,0,3,Bank transfer,1.0,2,42.588,0
C002066,Female,66.0,DE,4.0,Two year,1,0,0,10.51,44.76,2,2,Credit card,0.0,1,11.19,0
C002067,Female,68.0,FR,52.0,Month-to-month,1,1,0,38.02,2030.37,0,1,Bank transfer,1.0,2,39.04557692307692,1
C002068,Male,50.0,GR,18.0,Two year,1,1,0,27.31,444.42,0,3,Credit card,0.0,2,24.69,0
C002069,Female,47.0,GR,51.0,Month-to-month,0,1,0,32.9,1718.45,1,1,Cash,1.0,1,33.69509803921569,1
C002071,Male,32.0,GR,25.0,Month-to-month,1,1,0,37.79,880.47,1,6,Credit card,1.0,2,35.2188,1
C002072,Male,40.0,IT,60.0,Month-to-month,1,1,0,47.37,2851.62,0,0,Credit card,0.0,2,47.527,1
C002073,Female,62.0,UK,37.0,Month-to-month,1,1,0,40.4,1229.72,0,0,Credit card,0.0,2,33.23567567567568,1
C002074,Female,79.0,ES,68.0,Two year,1,0,0,13.16,897.91,0,0,Credit card,0.0,1,13.20455882352941,1
C002075,Male,32.0,GR,18.0,One year,1,1,0,34.22,631.62,0,2,E-banking,1.0,2,35.09,0
C002076,Male,63.0,UK,29.0,One year,1,1,0,35.95,1030.19,0,0,Credit card,1.0,2,35.52379310344828,1
C002077,Female,81.0,GR,30.0,One year,0,1,1,28.86,849.94,1,1,E-banking,1.0,2,28.331333333333337,1
C002078,Male,63.0,FR,7.0,Month-to-month,1,1,1,47.35,355.81,0,0,Bank transfer,1.0,3,50.83,0
C002079,Male,73.0,GR,41.0,Month-to-month,1,1,1,61.93,2478.81,1,1,Credit card,0.0,3,60.45878048780488,1
C002080,Female,61.0,ES,37.0,Two year,1,0,1,22.06,813.43,3,4,E-banking,0.0,2,21.984594594594594,1
C002081,Male,46.0,GR,27.0,Month-to-month,1,0,0,35.95,754.42,0,1,Bank transfer,1.0,1,27.94148148148148,1
C002082,Female,79.0,GR,21.0,Month-to-month,0,1,0,30.37,646.3,0,1,Bank transfer,1.0,1,30.776190476190475,0
C002083,Male,69.0,DE,43.0,Two year,1,0,1,25.5,1097.82,1,1,Bank transfer,1.0,2,25.530697674418604,1
C002084,Female,71.0,GR,51.0,Month-to-month,1,1,0,35.95,1260.17,0,2,E-banking,1.0,2,24.70921568627451,1
C002085,Male,74.0,ES,71.0,Two year,1,1,1,42.94,3059.4,0,0,E-banking,0.0,3,43.09014084507042,1
C002086,Male,83.0,GR,13.0,Two year,0,1,1,34.51,440.26,1,1,Credit card,1.0,2,33.86615384615384,0
C002087,Female,39.0,GR,53.0,Month-to-month,1,1,1,43.3,1229.72,0,2,Bank transfer,1.0,3,23.202264150943396,1
C002088,Male,37.0,UK,63.0,Month-to-month,1,1,0,47.11,1229.72,0,0,E-banking,0.0,2,19.51936507936508,1
C002089,Female,50.0,GR,57.0,Two year,1,1,0,21.14,1250.64,0,1,Cash,0.0,2,21.94105263157895,1
C002090,Male,42.0,GR,25.0,Month-to-month,1,1,0,42.64,1082.4,1,1,E-banking,0.0,2,43.29600000000001,1
C002091,Female,63.0,FR,13.0,Month-to-month,0,0,0,25.35,383.99,1,2,Credit card,1.0,0,29.537692307692307,0
C002092,Female,74.0,GR,37.0,Month-to-month,1,1,1,19.88,723.91,0,3,Cash,1.0,3,19.565135135135133,1
C002093,Female,22.0,GR,30.0,One year,1,1,0,42.49,1311.57,0,1,Cash,0.0,2,43.719,1
C002094,Female,72.0,GR,12.0,One year,1,1,0,30.66,330.01,0,2,Credit card,0.0,2,27.500833333333333,0
C002095,Male,78.0,DE,65.0,Two year,1,1,1,35.95,3140.61,0,1,Credit card,1.0,3,48.317076923076925,1
C002096,Male,25.0,UK,18.0,Two year,1,1,0,49.88,894.45,0,0,Credit card,0.0,2,49.69166666666667,0
C002097,Female,51.0,GR,62.0,Two year,0,1,0,28.11,1746.09,1,2,Cash,0.0,1,28.16274193548387,1
C002098,Female,65.0,FR,24.0,Month-to-month,1,0,0,32.45,800.79,2,2,Bank transfer,0.0,1,33.36625,1
C002099,Female,78.0,GR,60.0,One year,1,1,1,52.38,1229.72,0,0,Credit card,0.0,3,20.495333333333335,1
C002100,Male,32.0,DE,17.0,Month-to-month,1,1,1,64.02,1229.72,1,2,Credit card,0.0,3,72.3364705882353,0
C002101,Male,82.0,GR,60.0,Month-to-month,0,1,0,22.96,1229.72,1,3,Credit card,1.0,1,20.495333333333335,1
C002102,Male,39.0,UK,9.0,Two year,1,0,0,34.51,326.88,0,1,Credit card,1.0,1,36.32,0
C002103,Male,20.0,IT,52.0,Month-to-month,1,1,1,54.63,2834.25,0,1,Credit card,0.0,3,54.50480769230769,1
C002104,Female,71.0,DE,15.0,Two year,0,1,0,22.48,317.81,1,1,E-banking,0.0,1,21.187333333333335,0
C002105,Female,31.0,IT,28.0,Month-to-month,1,1,0,47.03,1321.85,0,0,Cash,1.0,2,47.208928571428565,1
C002106,Female,53.0,GR,9.0,Two year,1,1,0,35.95,210.26,0,3,E-banking,0.0,2,23.362222222222222,0
C002107,Male,84.0,GR,56.0,Month-to-month,1,1,0,33.49,1888.02,0,1,Bank transfer,1.0,2,33.714642857142856,1
C002108,Male,27.0,GR,36.0,Month-to-month,1,1,0,57.54,2097.56,1,4,Credit card,1.0,2,58.26555555555555,1
C002109,Male,66.0,GR,37.0,Month-to-month,1,1,1,50.75,2860.72,2,3,E-banking,0.0,3,77.31675675675675,1
C002110,Female,82.0,GR,71.0,Month-to-month,0,1,0,36.35,2562.46,1,4,E-banking,1.0,1,36.09098591549296,1
C002111,Female,74.0,GR,20.0,Month-to-month,1,1,1,59.82,1135.14,0,0,Cash,0.0,3,56.757000000000005,0
C002112,Male,44.0,DE,55.0,Two year,1,0,1,36.22,2011.73,2,3,Credit card,0.0,2,36.57690909090909,1
C002113,Female,22.0,GR,60.0,One year,1,1,0,34.6,2052.13,0,1,Credit card,0.0,2,34.20216666666667,1
C002114,Male,74.0,GR,35.0,Month-to-month,1,1,1,59.43,1229.72,0,2,Bank transfer,0.0,3,35.13485714285714,1
C002115,Male,32.0,GR,1.0,Month-to-month,0,1,0,34.62,63.07,2,2,Credit card,1.0,1,63.07,0
C002116,Female,47.0,FR,45.0,Month-to-month,1,1,0,41.13,1810.26,0,1,Credit card,0.0,2,40.228,1
C002117,Male,37.0,GR,69.0,Month-to-month,0,1,0,39.43,2715.2,1,1,Credit card,1.0,1,39.350724637681154,1
C002118,Female,54.0,ES,40.0,One year,0,1,1,28.98,1212.61,0,1,Credit card,0.0,2,30.31525,1
C002119,Male,20.0,UK,38.0,Month-to-month,0,1,0,31.97,1194.66,1,3,Bank transfer,0.0,1,31.438421052631583,1
C002120,Female,58.0,DE,24.0,One year,1,1,0,38.07,881.61,0,1,E-banking,0.0,2,36.73375,1
C002121,Female,56.0,GR,4.0,Month-to-month,1,1,0,31.92,142.89,1,2,E-banking,1.0,2,35.7225,0
C002122,Female,43.0,GR,69.0,One year,1,1,0,40.29,2790.13,0,2,Bank transfer,1.0,2,40.43666666666667,1
C002123,Male,19.0,UK,13.0,One year,1,1,1,48.02,574.53,0,0,E-banking,0.0,3,44.19461538461538,0
C002124,Male,40.0,GR,21.0,Month-to-month,1,0,1,42.73,898.9,1,3,Cash,1.0,2,42.804761904761904,0
C002125,Female,40.0,GR,37.0,Two year,1,0,0,29.32,973.53,0,0,Credit card,0.0,1,26.311621621621622,1
C002126,Female,33.0,GR,38.0,One year,0,1,1,39.95,1560.12,1,3,Bank transfer,0.0,2,41.05578947368421,1
C002127,Male,26.0,FR,32.0,One year,1,1,0,39.95,1270.5,0,2,E-banking,0.0,2,39.703125,1
C002128,Male,30.0,DE,57.0,Month-to-month,1,1,0,33.11,1902.4,1,4,Credit card,1.0,2,33.37543859649123,1
C002129,Male,45.0,UK,48.0,Two year,1,1,0,34.21,1658.13,0,3,Credit card,1.0,2,34.544375,1
C002130,Female,51.0,DE,30.0,One year,1,1,1,59.66,1819.97,0,0,Credit card,0.0,3,60.66566666666667,1
C002131,Male,68.0,FR,71.0,Month-to-month,1,1,1,57.1,4051.47,0,1,Bank transfer,0.0,3,57.06295774647887,1
C002132,Male,81.0,UK,38.0,Month-to-month,1,1,0,49.14,1906.15,0,1,E-banking,0.0,2,50.16184210526316,1
C002133,Female,69.0,DE,44.0,Month-to-month,1,0,0,23.62,1017.55,1,3,Bank transfer,1.0,1,23.126136363636363,1
C002134,Male,55.0,IT,26.0,Month-to-month,1,1,0,38.63,1027.82,0,0,Bank transfer,0.0,2,39.53153846153846,1
C002135,Male,82.0,ES,2.0,Two year,1,1,1,46.8,63.53,1,2,E-banking,1.0,3,31.765,0
C002136,Male,35.0,GR,43.0,Month-to-month,1,1,1,20.31,819.48,0,0,Bank transfer,0.0,3,19.057674418604652,1
C002137,Female,80.0,GR,43.0,Two year,1,1,0,37.63,1636.37,2,4,Bank transfer,0.0,2,38.055116279069765,1
C002138,Female,68.0,FR,63.0,Month-to-month,1,1,0,35.95,1135.9,0,3,Credit card,1.0,2,18.030158730158732,1
C002139,Female,26.0,FR,58.0,Month-to-month,1,1,0,43.52,2533.96,0,2,Cash,0.0,2,43.68896551724138,1
C002140,Female,30.0,UK,48.0,Two year,1,1,1,35.95,1718.54,0,1,Bank transfer,0.0,3,35.80291666666667,1
C002141,Female,57.0,UK,5.0,Month-to-month,1,1,1,29.67,185.59,1,1,E-banking,1.0,3,37.118,0
C002142,Female,72.0,UK,35.0,One year,0,1,1,35.95,1540.16,1,1,Bank transfer,1.0,2,44.00457142857143,1
C002143,Female,60.0,DE,16.0,Two year,1,1,1,47.9,713.48,0,1,Credit card,0.0,3,44.5925,0
C002144,Male,61.0,ES,49.0,Two year,1,1,0,34.95,1740.87,0,1,Credit card,0.0,2,35.52795918367347,1
C002145,Male,85.0,GR,60.0,Two year,0,1,1,40.08,2451.53,0,1,Cash,0.0,2,40.85883333333334,1
C002146,Female,50.0,IT,51.0,Two year,1,0,1,35.95,2041.75,0,3,Bank transfer,0.0,2,40.03431372549019,1
C002147,Male,41.0,ES,59.0,One year,1,1,0,39.04,2312.91,0,1,Cash,0.0,2,39.201864406779656,1
C002148,Male,53.0,UK,64.0,Month-to-month,0,1,1,26.71,1691.27,0,0,E-banking,0.0,2,26.42609375,1
C002149,Female,27.0,GR,13.0,One year,1,1,1,50.6,652.93,1,1,Credit card,1.0,3,50.22538461538461,0
C002150,Male,37.0,GR,26.0,Two year,0,1,1,24.13,634.14,0,3,Bank transfer,0.0,2,24.39,1
C002151,Male,29.0,DE,70.0,Month-to-month,1,1,1,52.5,3676.37,0,0,E-banking,0.0,3,52.519571428571425,1
C002152,Male,79.0,UK,3.0,Month-to-month,1,1,0,55.5,167.58,1,2,Credit card,1.0,2,55.86000000000001,0
C002153,Male,35.0,UK,12.0,One year,1,0,1,35.88,336.36,0,0,E-banking,1.0,2,28.03,0
C002154,Male,80.0,GR,41.0,One year,1,1,0,45.99,1890.39,2,3,Credit card,0.0,2,46.10707317073171,1
C002155,Female,42.0,UK,65.0,Month-to-month,1,1,0,34.45,2199.69,0,1,Credit card,0.0,2,33.84138461538462,1
C002156,Female,29.0,FR,63.0,One year,0,1,0,31.22,1981.05,0,2,Bank transfer,0.0,1,31.445238095238093,1
C002157,Female,38.0,GR,50.0,One year,1,0,0,31.39,1601.22,0,2,Bank transfer,1.0,1,32.0244,1
C002158,Male,42.0,DE,47.0,One year,0,1,0,22.61,1079.68,0,0,Credit card,0.0,1,22.971914893617022,1
C002159,Female,51.0,ES,8.0,Month-to-month,1,1,0,52.63,386.58,1,1,Bank transfer,1.0,2,48.3225,0
C002160,Male,81.0,UK,37.0,Month-to-month,0,1,0,31.06,937.94,0,1,E-banking,1.0,1,25.34972972972973,1
C002161,Male,67.0,UK,11.0,One year,1,1,0,30.05,328.54,0,2,Credit card,0.0,2,29.86727272727273,0
C002162,Male,79.0,DE,17.0,One year,1,0,1,34.77,616.72,1,1,Credit card,0.0,2,36.27764705882353,0
C002163,Male,66.0,IT,27.0,Month-to-month,1,1,1,37.14,1032.49,1,2,Credit card,0.0,3,38.24037037037037,1
C002164,Female,31.0,GR,27.0,Month-to-month,1,1,0,36.44,994.83,2,2,Cash,1.0,2,36.845555555555556,1
C002165,Female,18.0,DE,56.0,Month-to-month,1,1,1,42.71,2362.89,0,1,Bank transfer,0.0,3,42.19446428571428,1
C002166,Male,42.0,GR,69.0,Month-to-month,1,0,0,31.95,2239.73,0,1,Bank transfer,0.0,1,32.45985507246377,1
C002167,Female,76.0,GR,47.0,Two year,1,1,0,28.77,1351.34,1,2,E-banking,0.0,2,28.75191489361702,1
C002168,Male,22.0,GR,19.0,One year,1,1,0,35.45,661.56,0,1,Credit card,0.0,2,34.81894736842105,0
C002169,Female,36.0,GR,57.0,Two year,1,1,1,30.28,1711.48,0,1,E-banking,0.0,3,30.025964912280703,1
C002170,Female,40.0,IT,31.0,Month-to-month,1,1,0,29.6,871.79,1,2,Credit card,1.0,2,28.122258064516128,1
